1,마법사,The Magician,"힘, 성공, 시작, 능력있는","힘이 부족한, 무모한, 무능력한, 활동적이지 못한, 불안정한, 거짓말","마법사 카드는 최초라는 의미의 숫자 1번을 부여 받은 카드로 숫자 1번은 시작을 의미하며, 새로운 것이 생겼다는 의미이기 때문에  창의성과 열정을 가지고 있습니다. 또한 화려한 장미의 정원에서 지팡이, 컵, 칼, 동전 이라고 하는 4대 원소를 모두 가지고 있는 마법사는 4가지 원소를 다루어 이를 바탕으로 창조의 힘을 발휘, 무한한 가능성을 가지고 있습니다.","새로운것을 시작할 때, 의지를 가지고 실천하면 계획을 현실화 시킬 수 있을것입니다. 또한 뛰어난 말재주, 뛰어난 이해력으로 일을 능숙하게 실행할 수 있을것입니다.",집중력이 떨어지거나 실행에 옮기지 않을 경우가 많습니다. 또한 상대에 따라 의견이 쉽게 바뀔 수 있고 심한 경우 사기를 당할 수 있어 주의하는것이 좋습니다.,1,0
24,완드 2번,Two of Wands,"성공, 선택, 신중, 여행","불안, 큰 고독, 상실, 혼란",미래의 가능성을 나타내는 지구본을 들고 깊은 생각에 잠겨있는 한 남자가 성벽에 홀로 서 있습니다. 옆에는 그가 성취한 것을 나타내는 지팡이도 있습니다. 미성숙하지만 곧 성숙해질 수 있는 모습을 나타냅니다. 보다 창조적인 면이 필요함도 나타냅니다.,승진 및 목표달성같은 성공을 위해서 여러 선택의 기로가 나타날것입니다. 미래 계획을 확실히하고 목표를 신중하게 생각하여 행동하시는 것이 좋습니다.,불안과 초조함으로 계획이 틀어질 수 있습니다. 자신에게 소중한것이나 건강 또는 자신감을 잃을 수 있으며 혼란에 빠지지 않도록 조심해야 할 것입니다.,1,0
25,완드 3번,Three of Wands,"성공, 인도, 재능, 비즈니스","실패, 어려움, 자만심, 실망","조용하고 위엄있는 사람이 등을 돌린 채로 벼랑 끝에 서서 바다 위로 지나가는 배들을 지켜보고 있습니다. 세 개의 지팡이가 땅에 꽂혀 있으며, 그는 그 중 하나에 몸을 살짝 기대고 있다.","사업 협상, 노력 등에 좋은 일이 있지만 이를 달성하기 위해서 시간이 걸릴 것 입니다.",어떤 문제가 실패하거나 중단되어 실망스러워 질 수 있습니다. 무리한 계획은 지양하는것이 좋으며 자만심과 거만함에 방심하지 않도록 주의하세요.,1,0
26,완드 4번,Four of Wands,"기쁨, 로맨스, 승리, 즐거움","기쁨, 로맨스, 승리, 즐거움","네 개의 커다란 지팡이가 땅에 세워져 있고 그 위에 거대한 화환이 올려져 있습니다. 두 여인이 작은 꽃다발을 위로 들고 있고, 옆에는 해자 위의 다리는 옛날 영주의 집으로 향하고 있습니다.","표면적인 의미의 기쁨, 평화, 수확, 번영, 행복감이 있을 것 입니다. 이것이 풍요로운 결실이 되어 큰 문제의 성공적 해결으로 이어져 즐거운 일이 일어날 것입니다.","표면적인 의미의 기쁨, 평화, 수확, 번영, 행복감이 있을 것 입니다. 이것이 풍요로운 결실이 되어 큰 문제의 성공적 해결으로 이어져 즐거운 일이 일어날 것 입니다. 하지만 결실의 시간이 조금 걸리고 불편함이 있을 것 입니다.",1,1
27,완드 5번,Five of Wands,"싸움, 경쟁, 혼란, 장애물","실질적 싸움, 내면의 갈등 분출, 분리","다섯명의 젊은이들이 각기 다른색의 옷을 입고 긴 막대기를 휘두르며 서로 싸우고 있는 것처럼 보입니다. 하지만 그들의 표정은 심각하지 않으며, 아무도 다치지 않았습니다. 막대기는 서로 부딪치고 있지만, 상대방에게 치명적 일격을 가하고 있지는 않습니다. 이 카드는 치열한 싸움이나 전투는 아니지만 의견 분쟁이나 사소한 말다툼 같이 금방 끝날 수 있는 의견 충돌을 나타냅니다.","서로 싸움이 일어날 수 있으며(소송, 논쟁) 사랑이나 큰 행운이 있은 후 서로 다툴 수 있습니다. 어떤 문제에 얽히거나 귀찮은 일이 계속해서 생겨 자기 마음속의 혼란이 있어 그것이 복잡하게 얽히지 않도록 조심하세요.",여태 참았던 일들이 사소한 다툼이되어 큰 싸움으로 번질 수 있습니다. 이 싸움 뒤에는 그 사람과의 관계회복이 불가능하게 되니 주의하세요.,0,0
28,완드 6번,Six of Wands,"성취, 좋은 결과, 보상","늦어짐, 불안감, 자만심, 잘못된 상황",사람들의 환영을 받으며 승리의 월계관을 쓴 사람이 말을 타고 있습니다. 창조적인 면과 직관력이 발휘되어 조화롭고 안정됨을 나타냅니다.,"승리, 승진, 목적달성 등 좋은 소식을 기대해 볼 만 합니다. 노력에 대한 대가와 결과에 대한 보상도 있을 것 입니다.",일정이 연기되거나 지연되며 실패에 대한 두려움으로 좌절 할 수 있으니 주의하세요. 과거의 성공으로 인한 자만심을 가지지 않게 주의하는 것이 좋습니다.,1,0
29,완드 7번,Seven of Wands,"자신감, 극복, 상황, 성공, 힘","걱정, 좋지 않은 상황, 불안, 실패","한 젊은이가 높은 언덕에서 지팡이를 휘두르고 있으며, 여섯 개의 다른 지팡이가 아래로부터 그를 향해 들어 올려지고 있습니다. 표면적으론 여섯 개가 하나를 공격하고 있지만 젊은이가 유리한 고지를 점유하고 있으므로 용맹을 의미합니다.",자신이 유리한 위치에 있는 상황입니다. 자신감있게 도전하고 용기있게 맞서면 실패할것도 성공하고 힘든 상황을 극복해 낼 수 있을것입니다. ,여러 일들이 일어나 난처하고 당황스러운 상황이 올 것입니다. 자신의 걱정에 아무것도 못하고 끝나버릴 가능성이 있기 때문에 조심하는것이 좋을 것 같습니다.,1,0
30,완드 8번,Eight of Wands,"이동, 행동, 갑작스러움, 빠른, 좋은느낌","지연, 쇠퇴, 부정적인 힘","이 카드는 고정된 것을뚫고 지나가는 움직임을뜻합니다. 날아가는 지팡이들이 공개된 땅을 통과하고 있습니다. 직관, 창조적인 모습을 바탕으로 자신이 보다 새로워짐을 나타냅니다.","놀라울 정도로 일이 잘 풀리거나 갑작스러운 연락이 올 수 있습니다. 이것이 좋은 방향, 좋은 기회로 올 경우가 많습니다. 이사나 여행, 어떤 행동을 취할 때의 적기이니 잘 참고하면 좋을 듯 합니다.",일이 지연되거나 무산되는 등 타이밍을 놓쳐 발전하지 못하고 제자리 걸음을 걸을 수 있습니다. 좋지 않은 소식이나 무소식이더라도 진취적인 결단력이 필요해 보입니다.,1,0
31,완드 9번,Nine of Wands,"기다림, 힘, 방어 ,상처","장애, 좋지않은 상황, 건강의 적신호",머리에 투쟁으로 인한 상처를 감싸고 있는 붕대를 한 젊은이가 지팡이로 자신의 영역을 지키는 모습입니다. 조금만 노력하면 자신의 직관적이면서도 창조적인 능력을 한 단계 높일 수 있음을 나타냅니다.,어려움을 벗어나게 해줄 도움을 기다릴 수 밖에 없는 상황일 것입니다. 자신의 것을 지키려고 방어적인 자세를 취하지만 본인에게 상처가 되어 자신을 오픈하지 않을 수 있으니 주의하세요. 이것에 저항할 수 있는 용기와 정신력이 필요 할 것입니다.,힘든 상황에서 문제가 발생하여 상황이 나쁘게 흘러갈 수 있습니다. 싸움에서 패배하거나 재난이 닥치거나 건강이 매우 악화될 수 있으니 주의하세요. 아무리 기다려도 도움을 줄 무언가가 없으니 본인이 조금 더 용기를 가지고 해쳐나가야 할 것입니다.,0,0
32,완드 10번,Ten of Wands,"힘듬, 어려움, 노력, 압박","포기, 실패, 헤어짐",외소한 젊은이가 자신에게 부담스러울 정도의 지팡이를 나르고 있습니다. 보다 직관적이지 못하고 창조적인 모습이 부족하여 시련에 빠짐을 나타냅니다.,주변 상황의 지나친 압박으로 자신이 혼자서 모든것을 해결해야 하는 부담감을 얻게 될 수도 있습니다. 성공에 대한 압박감과 부담감을 가지고 성취를 위한 노력을 하면 좋은 결과가 있을 것 입니다. 하지만 자신의 능력을 초과하는 것을 욕심내지 않게 조심하세요.,"지금까지 해온 일을 필사적으로 노력하지만 압박감으로 인해 실패로 돌아가게 될 수 있습니다. 너무 많은것을 하려 하지 말고 또 한꺼번에 하려 하지 않는게 좋습니다. 주변 사람과의 이별, 이혼, 배신, 별거가 따라올 수 있습니다.",0,0
33,완드 시종,Page of Wands,"전달, 열정적인, 호기심, 믿을 수 있는, 임시 수입","좋지않은 소식, 지출, 좋지않은 성격, 경솔한","한 젊은이가 무언가를 선언하는 듯한 자세로 서 있습니다. 그는 알려진 인물이 아니지만 믿음직스러우며, 낯선 소식을 전해줍니다.",주위에서 신뢰를 얻어 믿음직하고 충실한 사람이 되어 있을 것입니다.,"좋지 않은 소문이나 나쁜 소식이 있을 수 있습니다. 예상밖의 지출이나 주식, 투자 실패가 있을 수 있으니 조심하시고 좋은 사람인 척 하는 경우가 있을 수 있습니다. 경솔한 말을 하지 않게 주의해야 합니다.",1,0
34,완드 기사,Knight of Wands,"이동, 도전적인, 성격, 매력","멀어지는 관계, 실패, 좋지 않은 성격","여행을 떠나는 길인 것 같으며, 짧은 지팡이를 들고 있고, 갑옷을 입고 있지만 호전적인 목적을 가지고 있지는 않은 것 같습니다. 그는 고분이나 피라미드를 지나고 있습니다.","이사나 여행, 전근, 전학 등의 이유로 이동이 있을 수 있습니다. 새로운 도전을 하는 자신감과 강한 의지가 있으면 성공할 수 있을 것입니다.",일이 중단되거나 서로간의 사이에 분열이나 불화가 있을 수 있습니다. 갑자기 큰 돈이 나가거나 제 멋대로 하다가 실패하는 일이 있을 수 있으니 주의하세요.,1,0
35,완드 여왕,Queen of Wands,"능력있는, 활동적, 매력","믿을 수 없는, 불같은 성격, 좋지않은 성격","지팡이를 들고 있는 여왕은 사람들에게 영감을 선사하며 재능, 창조적, 자기확신을 갖고 있는 사람입니다. 다재다능한 그녀를 많은 이들이 부러워합니다. 창조적이면서 자비롭고 부드러운 모습을 나타내는 카드입니다.","당당하게 자신감을 갖고 활동적인 커리어 우먼으로 어디를 가도 사람들이 좋아할 것이며 파티, 모임에서 관심의 대상이 될 것입니다. ",자신을 교묘하게 속여서 조종하려는 사람이 있을 수 있습니다. 속임에 당하거나 거짓말이나 배신당할 수 있으니 조심하세요. 이러한 일을 당했다면 반드시 복수하려고 할 것입니다. 자기중심적이고 고집이 센 경우가 나올 수 있으니 주의하세요.,1,0
36,완드 왕,King of Wands,"지도력, 지적인, 창조적인","독단적인, 엄함, 싸움","새롭고 기발한 생각이 가득한 왕이 창조력과 직관의 상징인 지팡이를 들고 있습니다. 예감이나 판단력이 뛰어나고 정렬적이며 낙천, 관대한 그런 왕입니다. 다만, 실용적 현실적인 문제는 무심하다고 합니다. 충만한 의지와 결단력에 창조력과 직관력이 조화를 이룸을 나타냅니다.",자신을 이끌 수 있는 지도자를 만나거나 한 집단의 리더가 되어 모든 이들을 잘 이끌어갈 것입니다. 생각이 깊고 직관력이 뛰어나고 머리가 비상하고 새로운 전략이나 혁신적인 창조를 얻을 수 있을 것입니다.,지도자에 대한 욕심이 독불장군이나 편중된 사고로 이어질 수 있으니 주의하세요. 주변 사람들을 위축시키는 정도의 엄격함은 오히려 자신을 해칠 수 있고 싸움이 일어날 수 있습니다.,1,0
37,펜타클 에이스,Ace of Pentacles,"물질적 만족, 번영, 육체적 만족, 물건","욕심, 손실, 물건을 잃음",구름 속에서 나온 손 위에 5각형의 별 그림이 그려진 황금 금화가 빛을 발하며 올려져 있습니다. 그리고 비옥한 땅 위에는 식물들이 잘 잘라고 있는 것으로 보아 물질적으로 안정되어 있는 상태를 의미합니다. 또한 여기에 Ace(숫자1)이 더해져 최고의 시작임을 보여줍니다. 펜타클 카드는 정신적인 면보다도 현실성이 강하고 물질적인 필요를 상징하며 시간으로는 몇 년(years)을 의미합니다.,"사업의 확대, 번창이나 새로운 수입이 생겨 경제적 안정을 찾을것입니다. 물질적인 부와 영적인 부의 조합으로 완벽함을 기대해도 좋을 것 같습니다.",낭비나 예상치 못한 손실로 인해 기회를 놓칠 수 있습니다. 이 대상에 너무 욕심을 가지지 않는것이 좋습니다.,1,0
38,펜타클 2번,Two of Pentacles,"즐거움, 불안정한, 대응, 두가지 일","불안정한 생각, 실패, 요령, 인간관계 악화","한 젊은이가 양손에 오각별을 하나씩 들고 춤을 추고 있으며, 그 두 오각별은 넘어진 8모양의 끝없는 줄로 연결되어 있습니다. 이 카드는 현재는 불안정한 시기지만 주인공이 갖고 있는 무한한 능력으로 미래의 성공을 기약합니다. ",오락과 관련된 유쾌함과 즐거운 분위기가 있을 수 있습니다. 하지만 다른 한 편으로는 두가지 일을 동시에 진행하거나 양자택일을 해야하는 상황이 올 수 있습니다.,유유부단하게 시간을끌다 두 마리의 토끼를 모두 놓칠 수 있으니 주의하세요. 요령을 피우다 발목이 잡히거나 배신을 당하고 사이가 안 좋아지는 등 안좋은 일이 일어날 수 있으니 주의하세요.,1,0
39,펜타클 3번,Three of Pentacles,"기능, 평판, 합심","부족, 모자람, 불일치",기술자가 두 사람에게 자신이 하고 있는 작업에 대한 의논을 하고 있습니다. 작업은 마무리 단계이고 최종 다듬질에 대한 얘기를 하는 것 같습니다. 이는 꾸준한 노력으로 인한 현실적인 성취를 목전에 두고 있음을 나타냅니다. ,숙련된 기술을 습득해서 명성이나 인정을 받아 승진할 기회가 있을 것입니다. 팀워크로 다른 이들과의 동업으로 목표를 달성할 것입니다.,기술 발휘의 부족이나 숙련 및 경험 부족으로 인해 실수를 할 수 있으니 주의하는것이 좋습니다. 서로간의 의견이 엇갈려 합의가 안 되는 상황이 일어 날 수 있으니 주의하세요.,1,0
40,펜타클 4번,Four of Pentacles,"욕심, 금융, 좋지 않은 성격","불편한 마음, 물질적인 불안정한 상황, 좋지 않은 상황",관을 쓴 남자가 머리 위에 오각별을 지고 또 하나의 오각별을 손과 팔로 꼭 쥐고있습니다. 두 개의 오각별은 그의 발 아래에 있습니다. 누구에게 베풀 생각 같은건 전혀 없어보입니다. 현실에 너무 충실하여 자신만의 세계에 빠질 수 있음을 나타냅니다.,물질에 대한 집착이나 소유욕이 강해 질 수 있습니다. 돈이 들어올 것이지만 앞서 말했듯이 돈에 대한 집착이 더욱 강해지므로 조심하는것이 좋겠습니다.,물질적인 집착으로 인해  불안과 걱정이 생기며 이러한 집착 때문에 오히려 기회를 놓치는 등 경제적 손실이나 손해를 볼 수 있습니다. ,0,0
41,펜타클 5번,Five of Pentacles,"빈곤, 근심, 안타까운 상황","곤란한 상황, 극복",교회 창문 밑에 두 명의 돈 한푼 없는 걸인이 있습니다. 외소하고 쓸쓸해 보이는 이들은 자신들 머리 위에 교회의 불빛을 보지 못하고 잇습니다. 교회의 불빛은 희망의 불빛을 나타냅니다. 너무 현실에 충실하여 여유롭지 못해 기회를 놓칠 수 있음을 나타냅니다.,"금전적인 부담과 갈등, 물질적 결핍, 정신적 빈곤 상태로 인해 걱정이나 스트레스가 많을 것입니다. 하지만 제 3자의 개입이 불가능한 상황이고 좋은 기회가 올 때 놓치지 않고 기회를 잘 잡으시는것이 좋습니다.",돈이 없어 곤란한 상황이지만 제 3자의 개입이나 본인의 노력하겠다는 의지로 극복해 낼 수 있을 것입니다.,0,1
42,펜타클 6번,Six of Pentacles,"관용, 원조, 공정함","이기주의, 시기, 채무, 불공정",어떤 부유한 남자가 가난한 사람들에게 한손에 저울을 들고 돈을 공평하게 분배하고 있는 모습입니다. 친절하며 자비롭군요. 자신이 얻은 행운을 공유하는 것 같습니다. 풍족한 현실이 넓은 시야를 만들어 성숙하고 사려깊은 마음을 갖게 됨을 나타냅니다.,주변에 호의와 친절을 베풀면 그 만큼의 대가가 본인에게 돌아올 것입니다.,열심히 일해도 돌아오는것이 없지만 그렇다고 해서 물질에 대한 큰 욕심은 버리는것이 좋습니다. 주변에서 질투나 시기를 얻거나 금전쪽에서 빚을 지는 등 문제가 생길 수 있으니 주의하세요.,1,0
43,펜타클 7번,Seven of Pentacles,"성장, 부지런한 노력, 금전, 보물","걱정, 좋지 않은 성격, 행동, 손실","포도 농사를 하는 이 사람은 수확을 앞두고 지금까지 한 노력과 업적, 앞으로 어떻게 해야할지 생각하고 있습니다. 어떠한 수법을쓰지 않고 현실성 있는 꾸준한 노력으로 목표를 달성하고 보다 나아진 사정으로 새로운 선택을 할 수 있음을 나타냅니다.",부지런한 노력을 하면 성공적인 거래로 성장하거나 금전쪽에서 긍정적인 면을 볼 수 있습니다.,"너무 많은 걱정, 근심을 하지 않는것이 좋겠습니다. 돈 걱정에 지나치게 일을 하거나 너무 계산적으로 행동하면 오히려 손해를 볼 수 있으니 주의하세요.",1,0
44,펜타클 8번,Eight of Pentacles,"미숙, 노력, 새로운 기술, 좋은 솜씨","태만, 자만심, 적당히 일하는",별모양을 조각하는 이 부지런한 초보 기술자는 벽에 이미 완성한 별들이 걸려 있습니다. 이 사람은 이것을 팔아 돈을 벌 것입니다. 현실을 직시한 부지런한 노력으로 한 단계 한 단계 목표를 이루어냄을 나타냅니다.,아직 미숙한 초보자이지만 새로운 기술을 열심히 부지런하게 익히면 이것이 성공의 기반이 될 것입니다. 후에 이것이 직업으로 까지 이어질 수 있습니다.,"열정이 부족하거나 끈기가 부족해 행동으로 옮기지 않는 것에 주의하세요. 그리고 건방지거나 거만하는 행동, 꾀를 부려서 상황을 넘어가려고 하는 것은 좋지 않으므로 주의해야 합니다.",1,0
45,펜타클 9번,Nine of Pentacles,"성공, 물질적인 부, 능력, 독립심","어려움, 당하다, 결핍, 역경","풍성한 포도들 앞에 한 여인이 있습니다. 그녀는 혼자 있지만 뒤에 있는 포도들로 외로움을 모르는 것 같습니다. 그녀는 마음의 평화를 느끼고 있으며, 혼자만으로도 만족을 느끼고 있습니다. 현실적인 풍족함이 감정적으로도 이성적으로도 만족스러워 짐을 나타냅니다.",독립적이고 자유로움을 통해 진정한 부유함의 의미를 알게 됩니다. 또한 자신의 실력 또는 능력으로 물질적인 풍족을 누리게 될 것 입니다.,여러 어려움이 닥쳐 심하면 사기를 당하거나 도둑질을 당하는 등 돈을 잃거나 소중한 것을 잃을 수 있으니 주의하는것이 좋겠습니다.,1,0
46,펜타클 10번,Ten of Pentacles,"물질적 성공, 명성","부담, 좋지않은 일을 당함, 가족간의 불화",화려한 옷을 입은 늙은 신사가 두 마리의 개와 자신의 가족과 함께 살고 있습니다. 안정적이면서도 부의 축적을 이루었네요. 현실성있는 투자와 꾸준한 노려으로 성공해 있는 모습을 나타냅니다.,물질적인 부를 얻게됩니다. 좋은 계약을 하거나 친척이나 가족들로부터의 도움을 얻게 될 것입니다. 사회적 명성이나 명예로운 일로 한 단계 위로 올라갈 수 있을 것입니다.,부담되는 일로 한계를 느낄 수 있습니다. 도난이나 불행한 일 또는 손실로 일이 미완성되어 서로의 불화가 있거나 가족간의 불화가 있을 수 있으니 주의하세요.,1,0
47,펜타클 시종,Page of Pentacles,"인물, 성격, 능력, 실용적","좋지않은 상황, 생각없는, 좋지않은 성격",물질적 가치를 존중하는 소년이 치켜든 손 위로 떠 있는 오각별을 주의깊게 바라보고 있습니다. 세상의 현실적인 모습에 눈을떠 발전할 수 있는 발판을 갖게 됨을 나타냅니다.,성공과 기회의 전달자가 되어 강한 집중력과 뚜렷한 목표의식을 가지고 전문적인 지식을 익힐 수 있을 것 입니다. 신중하고 검소하고 조심성을 기르는 것이 좋습니다.,"발전이 없거나 기회를 놓쳐서 방탕하고 계획이 없는 생활이 올 수 있습니다. 법을 위반하거나 반항하거나 거짓말을 하지 않는것이 중요하고 지각, 결근, 불성실, 게으름을 주의하세요.",1,0
48,펜타클 기사,Knight of Pentacles,"믿음직한, 신중한, 인내, 차분함, 귀족적","침체, 신뢰할 수 없는, 나태, 좋지않은 성격","느리고 참을성 있는 큰 말에 타고 있으며, 이 말은 그의 특성과 잘 부합됩니다. 꾸준한 노력으로 목표를 달성해 한층 성숙해짐을 나타냅니다.",정직하게 부지런히 책임감있게 성급하지 않고 계획대로 하면 자신이 목표한 임무를 달성할 수 있을 것 입니다.,무기력하고 동기가 부족하여 열심히 하지 않을 수 있습니다. 성격으로 속 좁고 사치를 부리고 버릇없어 믿지 못할 사람이 되어 있을 수 있으니 주의하세요.,1,0
49,펜타클 여왕,Queen of Pentacles,"인물, 번영, 좋은 성격, 높은 수익","좋지않은 건강, 자신감 없는, 허영심, 좋지않은 성격","인생을 살며 획득한 많은 것을 이용하여 즐기는 삶을 사는 여왕이 앉아있습니다. 그녀는 실용적이며 물질적인 가치를 중요시하는 사람이고 공정하며, 현명합니다. 또한 자비로우며 편한 사람입니다. 넉넉한 마음에 자비로움이 더해져 보다 행복하고 번영됨을 나타냅니다.",물질적으로 부유해지고 풍부해지며 자비롭고 인내있고 마음이 넓은 모습으로 많이 보여질 것 입니다.,건강면에서 피로를 얻거나 의지박약으로 자기 능력에 대한 불신이 생길 수 있습니다. 사치하거나 쇼핑중독으로 이어질 수 있으니 주의하는것이 좋습니다.,1,0
50,펜타클 왕,King of Pentacles,"번영, 능력, 성격, 인물","타락, 좋지않은 성격, 인물","뛰어난 사업적 통찰력과 현명한 투자로 많은 재물을 획득한 왕이 앉아있습니다. 그는 많은 재물에 집착하지 않았으며, 인내와 성실로 결실을 본 것 입니다. 게다가 성품도 좋아서 아낌없이 베풀기도 합니다. 호탕한 마음과 넉넉함으로 인해 결단력있고 사교적임을 나타냅니다.",물질적 번영을 이룰수 있고 성공을 하여 안정적인 시기가 될 수 있습니다. 좋은 기회를 놓치지 않으면 좋은 인맥이나 투자 성공을 얻을 수 있을 것 입니다.,너무 이득을 보려고 하면 큰 이득을 작게 취할 수 있어 주의해야 합니다. 자신의 이익만을 추구하지 않게 주의하시고 도박이나 부정행위에도 주의하세요.,1,0
51,컵 에이스,Ace of Cups,"만족, 시작, 긍정적인 대인관계, 힐링","사랑의 실패, 불안정, 기만","컵 위로 흐르는 5개의 물줄기는 인간의 오감이 풍요롭고 만족스러운 상황을 나타냅니다. 여기에 희망의 상징 비둘기와 구름 속에서 나온 커다란 손이 은총의 기운을 보태고 있어 사랑, 기쁨 등 사람의 감정 에너지가 좋음을 상징합니다. 이 카드는 감정, 영감, 정신세계와 무의식을 상징하는 물의 요소와 관련되어 있으며 가지고 있는 순수한 감성, 감정 에너지인 사랑이나 기쁨, 자비 등이 큰 기쁨이 넘치는 행복한 결실을 맺을 수 있도록 사용되고 있다는 뜻입니다. 이에 열정적으로 무언가를 시작하면 희망적이며, 뜻밖의 즐거움이 기다리고 있을 수 있습니다.",새로운 사람과의 관계가 시작될 수 있고 대인관계에 있어서 사람들이 모여들고 그로인해 많은 혜택을 얻을 것 같습니다. 또한 부정적인 감정이나 상처받은 마음을 힐링이 될 수 있을것 같습니다.,"사랑에 실패하거나 마음이 불안해지고 우울해질 수 있고, 상대가 바람을 피거나 배신을 하는 등 속은듯한 기분을 가지게 될 수 있으니 주의하세요.",1,0
52,컵 2번,Two of Cups,"감정, 관계, 사회적, 개인적 결합, 조화","잘못된 관계, 좋지 않은 감정, 분열, 관계의 끝","젊은 남녀가 서로 기대어 있고, 그들의 컵 위로 헤르메스의 지팡이가 솟아나오며, 그 커다란 날개 사이에서 사자의 머리가 나타나 있따. 이것은 이 카드의 오래된 모델 중 한 가지의 변종입니다. 여기에는 약간 진기한 의미가 있지만, 여기에서는 상관이 없습니다.","결혼, 약혼, 계약, 동업 등 상호간의 결합으로 좋은 관계로 발전할 수 있을 것입니다. ",상대에게 실망하거나 서로의 관계가 깨질 수 있습니다. 말로인해 오해가 생길일이 있으니 조심하세요.,1,0
53,컵 3번,Three of Cups,"치유, 만족, 성장, 관계","과다, 시간 지연, 불안함, 관계의 악화","세 명의 여인이 팔을 높이들어 건배를 하고 있습니다. 또한, 발 밑에는 채소와 과일, 곡식이 많습니다. 이는 새로운 탄생, 결혼, 상처의 치유 등이 기쁘고 행복해서 건배를 하고 있습니다. 하지만 이들은 발밑에 있는 곡식과 채소를 캐내야 하므로 앞으로 할 일또한 많아보입니다. 노력했떤 과거로부터 오는 결과들로 인해 행복한 마음을 갖게됨을 나타냅니다.",목표를 달성하여 성장하고 행복감과 성취감을 얻을 수 있을 것 입니다. 또한 건강이 회복되고 여러 사람과의 관계에서 좋은 결과가 있을 것 입니다. ,모든지 너무 과하지 않는것이 좋습니다. 시간을 끌어서 결단을 미루면 어중간한 상황에 빠지게 되니 주의하세요. 사람과의 관계가 나빠질 수 있으니 주의하세요.,1,0
54,컵 4번,Four of Cups,"정체기, 부정적 사고, 피로, 놓치다","새로움, 회복, 활기",불만 가득한 젊은이가 팔짱을 끼고 앉아있습니다. 앞에 있는 3개의 컵도 불만스럽고 구름이 권하는 컵도 마음에 들지 않는가 봅니다. 이 사람은 자신에 대해 지루해서 불만이 있다고 합니다. 자신의 인생을 다른 시각으로 바라볼 피요가 있는 것 같습니다. 자신의 감정을 잘 조절하지 못하고 불안해짐으로서 지체될 수 있음을 나타냅니다. ,과거에 대해 재평가하며 연연할 수 있습니다. 혐오감이나 싫증을 느끼고 주변의 소중한 것이나 좋은 기회를 놓칠 수 있으니 주의하세요.,"과거의 문제에 대한 새로운 발견을 하거나 자신의 상태를 인식해 과거에서 벗어나 새로운 관계, 가능성, 목표를 가지고 기운을 차릴 수 있을 것 입니다.",0,1
55,컵 5번,Five of Cups,"기대 이하, 실망, 불행한 관계, 슬픔","돌아감, 새로운 미래, 관계",엎어진 컵 앞에서 검은망토의 사람이 슬퍼하고 있는 듯 합니다. 이 사람은 자신의 지난 행동에 후회를 하는 것 입니다. 그래도 뒤에 두 개의 컵이 남아있지만 앞에 엎어진 3개의 컵에 더 집착하는 모습입니다. 이것은 감정 조절이 흔들려 조화롭게 되지 못해 불안정적임을 나타냅니다.,지난 행동에 대해 후회하거나 더 많은 것을 바라는 현재에 대한 실망감이 나타날 수 있습니다. 기대 이하의 결과에 절망하고 낙담할 수 있지만 무기력에 빠지지 않게 조심하세요.,새로운 출발을 하거나 예전의 일을 다시 하게 될 수 있습니다. 옛 친구나 연인과 재회하여 좋은 일이 일어날 가능성(기회)이 찾아올 것 입니다.,0,1
56,컵 6번,Six of Cups,"과거, 과거와 관련된, 순수함","새로움, 미래, 변화","두 사람이 정다운 집과 마을에서 꽃을 주고받습니다. 이는 어린 시절의 추억을 나타냅니다. 또한, 아름다운 꽃이 들어있는 컵은 오랜 연인 또는 친구, 알고있던 사람과 새로운 만남과 과거의 노력으로 미래에 결과를 볼 수 있음을 나타내기도 합니다. ",과거를 추억하면서 과거와 관련된 여러 일들을 봅니다. 그 과거들로 인해 좋은 미래로 이끌어 나갈 수 있을 것 입니다.,지나치게 과거에 집착하는 것은 좋지 않습니다. 그 과거가 당신의 미래에 영향을 줄 수 있습니다. 과거보다 미래에 관심을 돌리면 긍정적인 변화가 올 것 입니다.,1,1
57,컵 7번,Seven of Cups,"현실성 없는, 허상","현실적, 결단","눈 앞의 컵들에는 여러가지가 들어 있습니다. 가운데 베일속에 가려진 사람은 자신을 천으로 감싸고 있고, 무엇을 골라야 할지 갈팡질팡 하고 있습니다. 이는 감정이 복잡하여 이러지도 저러지도 못하게 될 수 있음을 나타냅니다.",착각이나 망상을하여 헛된 희망을 가지지 않도록 조심해야 합니다. 또한 보고 싶은 것만 보고 듣고 싶은 것만 듣게 될 수 있으니 주의하세요.,"이상과 현실을 깨달아 자신이 가야 할 방향이 보이게 됩니다. 현명한 결정, 좋은 선택이 될 수 있을 것 같습니다.",0,1
